INSP_STUDY_ID	INSPECTION_ID	STUDY	SEQ_NO
16412355	65823499	TM40	1
16412356	65823500	TM40	1
16412359	65823503	TM40	1
16412360	65823507	TM40	1
16412362	65823509	TM40	1
16412363	65823510	TM40	1
16412364	65823521	TM40	1
16412365	65823522	TM40	1
16412368	65823528	TM40	1
16412369	65823537	TM40	1
16412371	65823539	TM40	1
16412372	65823540	TM40	1
16412373	65823541	TM40	1
16412374	65823542	TM40	1
16412375	65823552	TM40	1
16412376	65823553	TM40	1
16412378	65823555	TM40	1
16412379	65823556	TM40	1
16412380	65823604	=	1
16412381	65823630	G	1
16412382	65823630	3	2
16412383	65823712	.	2
16412384	65823712	.	6
16412386	65811173	TPK18	3
16412387	65811181	TPK18	3
16412388	65811182	TPK18	3
16412389	65780140	GAS2019	1
16412390	65811183	TPK18	3
16412391	65811184	TPK18	3
16412392	65685084	TPK18	3
16412393	65727853	TPK18	3
16412394	65811177	TPK18	3
16412395	65811179	TPK18	3
16412397	65811188	TPK18	3
16412398	65811189	TPK18	3
16412399	65811166	MEC CHECK-CONFIRMED	7
16412400	65811138	TIMBER19	1
16412402	65811191	TPK18	3
16412403	65811168	MEC CHECK-CONFIRMED	7
16412404	65741590	TPK18	3
16412406	65824746	MEC CHECK-CONFIRMED	7
16412408	65824765	TIMBER19	1
16412412	65824957	MX	10
16412413	65825113	MX	10
16412414	65825114	MX	10
16412417	65772109	BASIC	10
16412418	65772119	BASIC	10
16412421	65825995	BASIC	10
16412422	65825996	BASIC	10
16412425	65826016	BASIC	10
16412426	65826017	BASIC	10
16412429	65826020	BASIC	10
16412430	65792895	BASIC	10
16412431	65814211	BASIC	10
16412432	65826025	BASIC	10
16412434	65826029	BASIC	10
16412436	65792986	MEC CHECK-CONFIRMED	7
16412437	65826031	MEC CHECK-CONFIRMED	7
16412438	65826032	BASIC	10
16412440	65826034	BASIC	10
16412441	65826035	BASIC	10
16412442	65611134	BASIC	10
16412443	65711572	BASIC	10
16412444	65728408	BASIC	10
16412445	65728425	BASIC	10
16412447	65826046	MEC CHECK-CONFIRMED	7
16412448	65826047	MEC CHECK-CONFIRMED	7
16412450	65826049	MEC CHECK-CONFIRMED	7
16412453	65826060	MEC CHECK-CONFIRMED	7
16412454	65826061	MEC CHECK-CONFIRMED	7
16412455	65826063	MEC CHECK-CONFIRMED	7
16412456	65711429	BASIC	10
16412457	65826064	BASIC	10
16412460	65802566	BASIC	10
16412461	65826069	BASIC	10
16412462	65826070	BASIC	10
16412463	65826071	BASIC	10
16412464	65826072	BASIC	10
16412466	65826087	BASIC	10
16412471	65746034	BASIC	10
16412472	65826109	BASIC	10
16412473	65826110	BASIC	10
16412476	65826130	BASIC	10
16412477	65826131	BASIC	10
16412478	65826132	BASIC	10
16412479	65826133	BASIC	10
16412480	65826136	BASIC	10
16412481	65826137	BASIC	10
16412482	65826138	BASIC	10
16412483	65826141	BASIC	10
16412485	65826152	BASIC	10
16412487	65826154	BASIC	10
16412488	65826155	BASIC	10
16412490	65826157	BASIC	10
16412491	65826173	BASIC	10
16412492	65826174	BASIC	10
16412494	65826194	BASIC	10
16412495	65826199	BASIC	10
16412497	65711383	BASIC	10
16412498	65745997	BASIC	10
16412499	65759917	BASIC	10
16412500	65826208	MED CHECK VERIFIED	7
16412501	65826208	BASIC	10
16412502	65826209	BASIC	10
16412503	65826221	BASIC	10
16412504	65826222	BASIC	10
16412505	65826224	BASIC	10
16412506	65826227	BASIC	10
16412507	65826229	BASIC	10
16412508	65826230	BASIC	10
16412509	65826231	BASIC	10
16412511	65802498	BASIC	10
16412512	65780562	BASIC	10
16412519	65826253	BASIC	10
16412520	65826255	BASIC	10
16412521	65699742	BASIC	10
16412526	65826262	BASIC	10
16412527	65826263	BASIC	10
16412529	65826265	BASIC	10
16412530	65826266	BASIC	10
16412532	65826268	BASIC	10
16412533	65826269	BASIC	10
16412536	65826275	BASIC	10
16412538	65826277	BASIC	10
16412539	65826280	BASIC	10
16412540	65826281	BASIC	10
16412541	65826282	BASIC	10
16412543	65826284	BASIC	10
16412544	65826285	BASIC	10
16412545	65826286	BASIC	10
16412546	65826287	BASIC	10
16412547	65826288	BASIC	10
16412548	65826289	BASIC	10
16412550	65826291	BASIC	10
16412551	65772145	BASIC	10
16412552	65611291	BASIC	10
16412553	65826293	BASIC	10
16412554	65611157	BASIC	10
16412555	65745985	BASIC	10
16412556	65792961	BASIC	10
16412558	65793040	BASIC	10
16412560	65826309	BASIC	10
16412562	65826312	BASIC	10
16412563	65826313	BASIC	10
16412565	65780616	BASIC	10
16412566	65802565	BASIC	10
16412568	65826469	FARM	1
16412569	65826836	YES	1
16412570	65826836	YES	2
16412571	65826870	MEC CHECK - CONFIRMED	7
16412572	65826963	MEC CHECK-CONFIRMED	7
16412573	65826975	YES	1
16412574	65826975	YES	2
16412575	65827014	MEC CHECK-CONFIRMED	7
16412576	65827075	MEC CHECK - CONFIRMED	7
16412578	65827136	MEC CHECK-CONFIRMED	7
16412580	65827838	FARM	4
16412581	65827860	FARM TRUCK	1
16412582	65828434	C	10
16412583	65828435	C	10
16412584	65828436	C	10
16412585	65828437	C	10
16412586	65828447	C	1
16412587	65828448	C	1
16412588	65828449	C	1
16412589	65828466	C	1
16412590	65828467	C	1
16412591	65828468	C	1
16412592	65828469	C	1
16412593	65828477	C	10
16412594	65828507	C	10
16412596	65828511	C	10
16412598	65828513	C	10
16412599	65828514	C	10
16412600	65828515	C	10
16412603	65828554	C	10
16412604	65828555	C	10
16412606	65828557	C	10
16412607	65828558	C	10
16412608	65828560	C	10
16412609	65828561	C	10
16412610	65828566	C	10
16412611	65828567	C	10
16412612	65828568	C	10
16412613	65828569	C	10
16412614	65828574	C	1
16412615	65828575	C	1
16412616	65828620	C	10
16412617	65828632	C	1
16412618	65828633	C	1
16412619	65828674	C	10
16412620	65828675	C	10
16412621	65828676	C	10
16412622	65828677	C	10
16412623	65828690	C	1
16412624	65828691	C	1
16412625	65828692	C	1
16412626	65828693	C	1
16412627	65828726	C	10
16412629	65828728	C	10
16412630	65828729	C	10
16412631	65828730	C	10
16412633	65828766	C	10
16412634	65828767	C	10
16412635	65828768	C	10
16412636	65828769	C	10
16412637	65828770	C	10
16412638	65828771	C	10
16412639	65828772	C	10
16412642	65828795	C	10
16412643	65828796	C	10
16412644	65828797	C	10
16412645	65828798	C	10
16412646	65828799	C	10
16412649	65828802	C	10
16412651	65828804	C	10
16412652	65828805	C	10
16412653	65828806	C	10
16412654	65828807	C	10
16412655	65828830	C	10
16412656	65828831	C	10
16412657	65828832	C	10
16412658	65828833	C	10
16412659	65828838	C	1
16412660	65828839	C	1
16412661	65828840	C	1
16412663	65828884	C	10
16412664	65828885	C	10
16412665	65828886	C	10
16412666	65828897	C	10
16412667	65828898	C	10
16412668	65828899	C	10
16412669	65828900	C	10
16412670	65828901	C	10
16412671	65828902	C	10
16412672	65828903	C	10
16412674	65828925	C	10
16412676	65784713	FARM	3
16412682	65831162	FY17 HP TACT	1
16412683	65831163	FY17 HP TACT	1
16412684	65831164	FY17 HP TACT	1
16412685	65831214	TACT	1
16412686	65831254	FY17 HP TACT	1
16412687	65831325	FY17 HP TACT	1
16412688	65831367	FY17 HP TACT	1
16412689	65831368	FY17 HP TACT	1
16412690	65831369	FY17 HP TACT	1
16412691	65831370	FY17 HP TACT	1
16412692	65831391	FY17 HP TACT	1
16412693	65831405	FY17 HP TACT	1
16412694	65831406	FY17 HP TACT	1
16412695	65831408	FY17 HP TACT	1
16412696	65831415	FY17 HP TACT I40	1
16412697	65831416	FY17 HP TACT I40	1
16412698	65831418	FY17 HP TACT	1
16412699	65831439	FY17 HP TACT I40	1
16412701	65831441	FY17 HP TACT	1
16412702	65831442	FY17 HP TACT I40	1
16412703	65831503	FY17 HP TACT	1
16412705	65831506	FY17 HP TACT	1
16412709	65644218	MED CERT - VERIFIED	7
16412711	65717108	MEC - UNABLE TO VERIFY	7
16412712	65832311	I	1
16412713	65785730	I	1
16412714	65832318	I	1
16412715	65589591	I	1
16412716	65832324	I	1
16412717	65832325	I	1
16412718	65832340	I	1
16412719	65832361	I	1
16412720	65785698	I	1
16412721	65785743	I	1
16412722	65616384	I	1
16412724	65832416	I	1
16412725	65832417	I	1
16412727	65832419	I	1
16412728	65832420	I	1
16412729	65832421	I	1
16412730	65832422	I	1
16412731	65832427	I	1
16412732	65832428	I	1
16412735	65833830	YES	5
16412736	65834147	UYJEWRNEERTNJTJERCVX	1
16412737	65758073	MEDICAL CARD CONFIRMED	7
16412740	65595786	MEDICAL CARD CONFIRMED	7
16412741	65595788	MEDICAL CARD CONFIRMED	7
16412742	65633126	MEDICAL CARD CONFIRMED	7
16412743	65633136	MEDICAL CARD CONFIRMED	7
16412744	65633159	MEDICAL CARD CONFIRMED	7
16412745	65758098	MEDICAL CARD CONFIRMED	7
16412747	65758115	MEDICAL CARD CONFIRMED	7
16412749	65758118	MEDICAL CARD CONFIRMED	7
16412750	65758182	MEDICAL CARD CONFIRMED	7
16412752	65758203	MEDICAL CARD CONFIRMED	7
16412758	65836003	MEDICAL CARD CONFIRMED	7
16412760	65836048	MEDICAL CARD CONFIRMED	7
16412762	65836050	MEDICAL CARD CONFIRMED	7
16412763	65836051	MEDICAL CARD CONFIRMED	7
16412764	65836052	MEDICAL CARD CONFIRMED	7
16412765	65836054	MEDICAL CARD CONFIRMED	7
16412766	65836055	MEDICAL CARD CONFIRMED	7
16412767	65836056	MEDICAL CARD CONFIRMED	7
16412771	65836060	MEDICAL CARD CONFIRMED	7
16412772	65836061	MEDICAL CARD CONFIRMED	7
16412773	65836064	MEDICAL CARD CONFIRMED	7
16412774	65836065	MEDICAL CARD CONFIRMED	7
16412776	65836090	5	1
16412777	65836091	4	1
16412778	65836092	4	1
16412780	65836095	2	1
16412781	65836096	2	1
16412785	65836105	1	1
16412786	65836106	2	1
16412788	65836107	5	1
16412789	65836112	2	1
16412790	65836113	2	1
16412792	65836115	1	1
16412793	65836116	2	1
16412797	65836124	3	1
16412798	65836125	3	1
16412799	65836126	3	1
16412800	65836127	3	1
16412803	65836130	2	1
16412806	65609336	1	1
16412807	65836134	6	1
16412808	65836135	3	1
16412809	65836136	3	1
16412810	65836137	3	1
16412811	65836145	3	1
16412812	65836146	2	1
16412813	65836147	2	1
16412814	65836148	2	1
16412817	65836151	5	1
16412818	65836152	5	1
16412820	65836156	2	1
16412821	65836157	1	1
16412822	65836158	1	1
16412823	65836159	1	1
16412824	65836160	5	1
16412825	65836161	2	1
16412827	65836163	4	1
16412829	65836165	2	1
16412831	65836167	2	1
16412833	65836169	2	1
16412834	65836170	2	1
16412835	65836171	2	1
16412836	65836172	4	1
16412837	65836173	4	1
16412838	65836175	4	1
16412841	65836183	4	1
16412844	65836195	2	1
16412845	65836216	5	1
16412846	65836224	5	1
16412847	65836225	5	1
16412849	65836227	4	1
16412850	65836235	2	1
16412853	65836239	5	1
16412857	65836244	5	1
16412859	65836246	5	1
16412860	65836247	5	1
16412862	65709100	MEC CHECK-NOY CONFIRMED	7
16412863	65633638	TM40	1
16412865	65837103	T198	1
16412866	65837104	T198	1
16412869	65823253	TM40	1
16412870	65837175	T198	1
16412871	65837176	T198	1
16412872	65837177	T198	1
16412873	65837178	T198	1
16412874	65837180	TM40	1
16412875	65837181	TM40	1
16412876	65837182	TM40	1
16412877	65837185	T198	1
16412879	65837187	T198	1
16412880	65837188	T198	1
16412881	65837191	TM40	1
16412882	65837192	TM40	1
16412883	65837193	TM40	1
16412885	65837195	T198	1
16412888	65837198	T198	1
16412889	65837199	T198	1
16412890	65837200	T198	1
16412893	65823259	TM40	1
16412895	65633941	TM40	1
16412896	65837261	T198	1
16412897	65837262	T198	1
16412901	65837288	TM40	1
16412902	65837289	TM40	1
16412903	65837290	TM40	1
16412904	65837319	T198	1
16412905	65823260	TM40	1
16412906	65823261	TM40	1
16412908	65823279	TM40	1
16412910	65837360	T198	1
16412912	65837362	T198	1
16412913	65837380	T198	1
16412914	65837381	T198	1
16412916	65566320	TM40	1
16412918	65837406	TM40	1
16412919	65837407	TM40	1
16412920	65837408	TM40	1
16412947	65635394	MX	10
16412948	65838416	MX	10
16412949	65838418	MX	10
16412950	65839330	BASIC	10
16412957	65839339	BASIC	10
16412958	65839340	BASIC	10
16412959	65839341	BASIC	10
16412960	65839342	BASIC	10
16412961	65839343	BASIC	10
16412962	65839344	BASIC	10
16412963	65839345	BASIC	10
16412965	65839347	BASIC	10
16412966	65792815	BASIC	10
16412967	65814112	BASIC	10
16412968	65814114	BASIC	10
16412972	65839365	BASIC	10
16412973	65839366	BASIC	10
16412974	65839367	BASIC	10
16412975	65839368	BASIC	10
16412976	65839371	BASIC	10
16412979	65839385	BASIC	10
16412983	65839389	BASIC	10
16412985	65839399	BASIC	10
16412986	65839400	MED CHECK VERIFIED	7
16412987	65839400	BASIC	10
16412992	65839409	BASIC	10
16412993	65839410	BASIC	10
16412994	65839413	BASIC	10
16412997	65839416	BASIC	10
16412998	65839418	BASIC	10
16412999	65839419	BASIC	10
16413000	65839420	BASIC	10
16413001	65839421	MED CHECK VERIFIED	7
16413002	65839421	BASIC	10
16413003	65839422	BASIC	10
16413006	65571399	BASIC	10
16413010	65839439	BASIC	10
16413011	65839442	BASIC	10
16413012	65826129	BASIC	10
16413013	65839443	BASIC	10
16413014	65543972	BASIC	10
16413015	65746210	BASIC	10
16413017	65772076	BASIC	10
16413018	65839444	BASIC	10
16413020	65839446	BASIC	10
16413021	65839453	BASIC	10
16413026	65839462	BASIC	10
16413027	65839463	BASIC	10
16413030	65839466	BASIC	10
16413031	65839467	BASIC	10
16413032	65839468	BASIC	10
16413033	65839469	BASIC	10
16413034	65792924	BASIC	10
16413035	65825994	BASIC	10
16413036	65839471	BASIC	10
16413037	65839472	BASIC	10
16413038	65839473	BASIC	10
16413039	65839474	BASIC	10
16413040	65839478	BASIC	10
16413041	65839479	BASIC	10
16413047	65839487	BASIC	10
16413048	65826260	BASIC	10
16413049	65759884	BASIC	10
16413051	65839490	BASIC	10
16413052	65839491	BASIC	10
16413053	65759892	BASIC	10
16413054	65839495	BASIC	10
16413055	65839496	BASIC	10
16413058	65792823	BASIC	10
16413059	65839499	BASIC	10
16413060	65839500	BASIC	10
16413062	65839506	BASIC	10
16413063	65839508	BASIC	10
16413064	65839509	BASIC	10
16413067	65839511	BASIC	10
16413074	65814150	BASIC	10
16413075	65839525	BASIC	10
16413076	65839529	BASIC	10
16413079	65814341	BASIC	10
16413082	65814336	BASIC	10
16413086	65839594	BASIC	10
16413087	65839595	BASIC	10
16413088	65839596	BASIC	10
16413089	65839597	BASIC	10
16413090	65759918	BASIC	10
16413091	65792881	BASIC	10
16413092	65839608	BASIC	10
16413093	65839609	BASIC	10
16413094	65839610	BASIC	10
16413095	65839611	BASIC	10
16413096	65793061	BASIC	10
16413097	65571405	BASIC	10
16413098	65745943	BASIC	10
16413099	65793074	BASIC	10
16413100	65598733	BASIC	10
16413101	65839614	BASIC	10
16413105	65826274	BASIC	10
16413106	65839619	BASIC	10
16413107	65839622	BASIC	10
16413109	65839624	BASIC	10
16413110	65839625	BASIC	10
16413113	65839822	MEC CHECK-NO CONTACT	7
16413115	65840062	HIGH PRIORITY 2019	1
16413116	65840063	HIGH PRIORITY 2019	1
16413117	65840080	HIGH PRIORITY 2019	1
16413118	65840081	HIGH PRIORITY 2019	1
16413119	65821452	HIGH PRIORITY OP 2019	1
16413137	65843819	MEC - UNABLE TO VERIFY	7
16413138	65843826	MEC - UNABLE TO VERIFY	7
16413139	65817676	I	1
16413141	65832415	I	1
16413142	65832418	I	1
16413143	65817707	I	1
16413144	65845274	YES	5
16413145	65845275	YES	5
16413147	65845437	YES	3
16413148	65845437	YES	4
16413150	65850025	518	1
16413151	65850026	518	1
16413152	65850125	518	1
16413153	65853870	518	1
16413154	65853871	518	1
16413155	65853983	518	1
16413156	65854099	518	1
16413157	65854214	518	1
16413158	65854215	518	1
16413159	65854216	518	1
16413160	65854217	518	1
16413161	65854353	518	1
16413162	65855790	518	1
16413163	65855791	518	1
16413164	65855792	518	1
16413165	65855824	518	1
16413166	65564487	SB	1
16413167	65855899	LEFT LANE	1
16413168	65855903	SB	1
16413169	65855904	SB	1
16413171	65855907	SB	1
16413172	65855917	SB	1
16413173	65855918	SB	1
16413174	65855919	SB	1
16413179	65800470	CELL VIO	1
16413182	65855933	SB	1
16413183	65855934	SB	1
16413192	65633083	SB	1
16413197	65855965	SB DD	1
16413198	65855966	SB DD	1
16413199	65855967	SB DD	1
16413208	65855997	SB	1
16413210	65855999	SB	1
16413212	65856001	SB DD	1
16413213	65856002	SB DD	1
16413214	65669576	S/B	1
16413216	65633072	SB	1
16413217	65669538	SB	1
16413218	65856013	SB	1
16413220	65856015	SB	1
16413221	65856016	SB	1
16413222	65856017	SB	1
16413224	65856024	SB	1
16413226	65856026	SB	1
16413227	65856032	SB	1
16413230	65683169	S/B	1
16413236	65856049	SB	1
16413239	65856056	SB	1
16413240	65856057	SB	1
16413245	65856063	5	1
16413248	65856066	5	1
16413251	65856070	2	1
16413254	65856073	2	1
16413255	65856074	5	1
16413256	65856078	2	1
16413257	65856079	2	1
16413258	65856080	2	1
16413260	65856090	5	1
16413261	65856091	4	1
16413263	65856094	2	1
16413264	65856095	2	1
16413265	65856096	2	1
16413266	65856098	2	1
16413269	65856113	1	1
16413275	65856130	2	1
16413278	65856137	2	1
16413280	65856139	2	1
16413281	65856140	5	1
16413283	65856150	1	1
16413285	65856152	2	1
16413287	65856154	5	1
16413292	65856160	2	1
16413293	65856161	2	1
16413294	65856162	2	1
16413295	65856163	1	1
16413296	65856164	2	1
16413297	65856165	2	1
16413304	65823526	TM40	1
16413305	65856994	TM40	1
16413306	65856995	TM40	1
16413307	65857004	TM40	1
16413308	65857005	TM40	1
16413309	65857006	TM40	1
16413310	65857007	TM40	1
16413311	65635479	MX	10
16413312	65857508	MX	10
16413313	65656279	MX	10
16413314	65857565	MX	10
16413315	65857568	MX	10
16413316	65857569	MX	10
16413317	65746112	BASIC	10
16413318	65772079	BASIC	10
16413319	65859027	BASIC	10
16413320	65859028	BASIC	10
16413321	65859039	BASIC	10
16413322	65859040	BASIC	10
16413324	65859042	BASIC	10
16413325	65859052	BASIC	10
16413326	65859053	BASIC	10
16413328	65859055	BASIC	10
16413330	65859057	BASIC	10
16413331	65859058	BASIC	10
16413333	65728471	BASIC	10
16413335	65839519	BASIC	10
16413336	65839617	BASIC	10
16413337	65839334	BASIC	10
16413338	65814321	BASIC	10
16413339	65859069	BASIC	10
16413340	65859070	BASIC	10
16413341	65839480	BASIC	10
16413343	65839482	BASIC	10
16413347	65859072	BASIC	10
16413348	65859073	BASIC	10
16413351	65859087	BASIC	10
16413352	65859088	BASIC	10
16413353	65859089	BASIC	10
16413354	65859090	BASIC	10
16413356	65859093	BASIC	10
16413357	65839335	BASIC	10
16413358	65859098	BASIC	10
16413360	65859100	BASIC	10
16413361	65859109	BASIC	10
16413362	65859110	BASIC	10
16413363	65859111	BASIC	10
16413364	65859116	BASIC	10
16413366	65859130	BASIC	10
16413368	65611207	BASIC	10
16413369	65859149	BASIC	10
16413370	65859150	BASIC	10
16413371	65859151	BASIC	10
16413372	65859152	BASIC	10
16413373	65859166	MED CHECK VERIFIED	7
16413374	65839536	BASIC	10
16413375	65839552	BASIC	10
16413377	65839626	BASIC	10
16413378	65839627	BASIC	10
16413379	65859180	BASIC	10
16413380	65859181	BASIC	10
16413381	65859182	BASIC	10
16413382	65859183	BASIC	10
16413383	65859184	BASIC	10
16413384	65859185	BASIC	10
16413386	65859187	BASIC	10
16413388	65859191	BASIC	10
16413389	65859192	BASIC	10
16413390	65859195	BASIC	10
16413391	65859196	BASIC	10
16413394	65839374	BASIC	10
16413395	65859198	BASIC	10
16413396	65859199	BASIC	10
16413397	65839514	BASIC	10
16413398	65839515	BASIC	10
16413400	65859207	BASIC	10
16413401	65859208	BASIC	10
16413402	65839361	BASIC	10
16413403	65839362	BASIC	10
16413404	65839363	BASIC	10
16413406	65839386	BASIC	10
16413407	65839405	BASIC	10
16413408	65839406	BASIC	10
16413409	65859210	BASIC	10
16413410	65859213	BASIC	10
16413411	65859215	BASIC	10
16413412	65839531	BASIC	10
16413414	65859221	BASIC	10
16413415	65859230	BASIC	10
16413418	65859232	BASIC	10
16413422	65859236	BASIC	10
16413423	65859237	BASIC	10
16413425	65802521	BASIC	10
16413426	65839465	BASIC	10
16413427	65839483	BASIC	10
16413428	65839484	BASIC	10
16413429	65859242	BASIC	10
16413430	65859243	BASIC	10
16413432	65859245	BASIC	10
16413433	65859246	BASIC	10
16413435	65839336	BASIC	10
16413436	65839337	BASIC	10
16413437	65839423	BASIC	10
16413438	65839424	BASIC	10
16413439	65859256	MED CHECK VERIFIED	7
16413440	65859256	BASIC	10
16413441	65859257	MED CHECK VERIFIED	7
16413443	65859268	BASIC	10
16413444	65839338	BASIC	10
16413446	65859270	BASIC	10
16413447	65859322	YES	1
16413448	65859322	YES	2
