INSP_STUDY_ID	INSPECTION_ID	STUDY	SEQ_NO
16411187	65792178	TM40	1
16411188	65792179	TM40	1
16411189	65792180	TM40	1
16411192	65771383	2143	5
16411193	65635017	CFV	1
16411194	65759145	TPK18	3
16411195	65792425	TIMBER19	1
16411196	65792427	MEC CHECK-CONFIRMED	7
16411197	65792428	MEC CHECK-CONFIRMED	7
16411198	65792429	MEC CHECK-CONFIRMED	7
16411199	65792430	MEC CHECK-CONFIRMED	7
16411203	65792433	GAS2019	1
16411204	65741592	TPK18	3
16411205	65792437	TI MBER19	1
16411206	65792681	MX	10
16411207	65792682	MX	10
16411209	65792715	MX	10
16411210	65792736	MX	10
16411211	65792738	MX	10
16411213	65745944	BASIC	10
16411214	65746123	BASIC	10
16411217	65792822	BASIC	10
16411220	65711659	BASIC	10
16411221	65746134	BASIC	10
16411223	65792828	BASIC	10
16411224	65792829	BASIC	10
16411225	65792830	BASIC	10
16411226	65759956	BASIC	10
16411228	65792836	BASIC	10
16411229	65792837	BASIC	10
16411230	65792839	BASIC	10
16411231	65792841	BASIC	10
16411232	65672736	BASIC	10
16411233	65792845	BASIC	10
16411234	65759948	BASIC	10
16411236	65792847	BASIC	10
16411237	65792849	BASIC	10
16411238	65792852	BASIC	10
16411240	65543963	BASIC	10
16411242	65711384	BASIC	10
16411243	65745998	BASIC	10
16411244	65759919	BASIC	10
16411245	65792858	BASIC	10
16411246	65792859	BASIC	10
16411247	65792860	BASIC	10
16411248	65792861	BASIC	10
16411249	65792862	BASIC	10
16411251	65623734	BASIC	10
16411252	65685909	BASIC	10
16411254	65728513	BASIC	10
16411255	65772162	BASIC	10
16411256	65792872	BASIC	10
16411257	65792873	BASIC	10
16411258	65792874	BASIC	10
16411260	65792879	BASIC	10
16411261	65792880	BASIC	10
16411264	65792883	BASIC	10
16411265	65792884	BASIC	10
16411266	65792885	BASIC	10
16411267	65728452	BASIC	10
16411268	65792886	MED CHECK VERIFIED	7
16411269	65792887	MED CHECK VERIFIED	7
16411270	65792888	MED CHECK VERIFIED	7
16411271	65792890	BASIC	10
16411272	65792892	BASIC	10
16411273	65772185	BASIC	10
16411274	65792893	BASIC	10
16411275	65792894	BASIC	10
16411277	65792903	BASIC	10
16411278	65792904	BASIC	10
16411280	65792906	BASIC	10
16411281	65792907	BASIC	10
16411282	65792908	MED CHECK VERIFIED	7
16411283	65792909	MED CHECK VERIFIED	7
16411284	65772218	BASIC	10
16411285	65792917	BASIC	10
16411286	65792918	BASIC	10
16411287	65792919	BASIC	10
16411288	65792920	BASIC	10
16411289	65598657	BASIC	10
16411291	65711497	BASIC	10
16411292	65792933	BASIC	10
16411293	65772224	BASIC	10
16411294	65772225	BASIC	10
16411295	65792935	BASIC	10
16411297	65792937	BASIC	10
16411298	65792941	BASIC	10
16411299	65792942	BASIC	10
16411300	65792943	BASIC	10
16411301	65792944	BASIC	10
16411302	65792945	BASIC	10
16411303	65792946	BASIC	10
16411304	65792947	BASIC	10
16411306	65792960	BASIC	10
16411308	65792962	BASIC	10
16411309	65685861	BASIC	10
16411311	65792966	BASIC	10
16411312	65792967	BASIC	10
16411314	65792974	BASIC	10
16411315	65658511	BASIC	10
16411317	65759980	BASIC	10
16411318	65772234	BASIC	10
16411319	65792981	BASIC	10
16411320	65792982	BASIC	10
16411321	65711681	BASIC	10
16411324	65672671	BASIC	10
16411325	65792994	BASIC	10
16411327	65792996	BASIC	10
16411328	65792997	BASIC	10
16411329	65792998	BASIC	10
16411332	65793001	BASIC	10
16411333	65793002	BASIC	10
16411334	65793003	BASIC	10
16411335	65793004	BASIC	10
16411337	65759893	BASIC	10
16411338	65793010	BASIC	10
16411339	65793011	BASIC	10
16411340	65793012	BASIC	10
16411341	65543951	BASIC	10
16411342	65685971	BASIC	10
16411343	65711590	BASIC	10
16411344	65746129	BASIC	10
16411345	65759942	BASIC	10
16411346	65793020	BASIC	10
16411349	65793026	BASIC	10
16411352	65772215	BASIC	10
16411353	65793031	BASIC	10
16411354	65793032	BASIC	10
16411355	65793033	BASIC	10
16411356	65793034	BASIC	10
16411358	65793036	BASIC	10
16411361	65711414	BASIC	10
16411362	65711415	BASIC	10
16411363	65728478	BASIC	10
16411364	65793045	BASIC	10
16411365	65793046	BASIC	10
16411366	65793047	BASIC	10
16411367	65793056	BASIC	10
16411368	65793057	BASIC	10
16411369	65793058	BASIC	10
16411371	65793060	BASIC	10
16411373	65793062	BASIC	10
16411374	65793067	BASIC	10
16411376	65793090	FARM	4
16411377	65793091	FARM	4
16411378	65793243	MEC CHECK-CONFIRMED	7
16411379	65793258	MEC CHECK-NO CONTACT	7
16411382	65793288	YES	1
16411383	65793288	YES	2
16411384	65793417	YES	1
16411385	65793417	YES	2
16411386	65793458	YES	1
16411387	65793458	YES	2
16411388	65793497	YES	1
16411389	65793497	YES	2
16411390	65793538	YES	1
16411391	65793538	YES	2
16411394	65793647	MEC CHECK-CONFIRMED	7
16411397	65793652	YES	1
16411398	65793652	YES	2
16411399	65793696	MEC CHECK CONFIRMED	7
16411400	65793966	YES	1
16411401	65793966	YES	2
16411402	65793994	MEC CHECK-NO CONTACT	7
16411403	65794053	MEC CHECK-CONFIRMED	7
16411404	65794096	MEC CHECK-NO CONTACT	7
16411406	65703122	I	1
16411407	65540668	SB	1
16411409	65708351	SB	1
16411410	65582464	SB	1
16411411	65564434	CELL PHONE	1
16411412	65621070	WINDOWS	1
16411414	65697081	SB	1
16411418	65800494	4	1
16411419	65800495	4	1
16411426	65800517	4	1
16411428	65800536	1	1
16411429	65800537	1	1
16411431	65800543	1	1
16411432	65800554	1	1
16411433	65800555	1	1
16411434	65800556	1	1
16411435	65800557	1	1
16411437	65800570	2	1
16411441	65800577	1	1
16411443	65800579	2	1
16411444	65800580	2	1
16411445	65800588	5	1
16411450	65801081	T198	1
16411451	65801082	T198	1
16411452	65801097	T198	1
16411454	65801099	T198	1
16411455	65801100	T198	1
16411456	65801365	TPK18	3
16411457	65801366	TPK18	3
16411461	65801370	MEC CHECK-CONFIRMED	7
16411462	65801393	10750	9
16411463	65801393	HW	10
16411464	65801412	DL CHECKED NCIC VALID	1
16411465	65801412	DOT CHECKED QUERY CENTRAL	2
16411466	65801413	DL UNABLE TO CHECK NCIC DOWN	1
16411467	65801413	DOT CHECKED QUERY CENTRAL	2
16411468	65801451	DL CHECKED NCIC VALID	1
16411469	65801451	DOT CHECKED QUERY CENTRAL	2
16411472	65792687	MX	10
16411473	65801778	MX	10
16411474	65801779	MX	10
16411475	65801780	MX	10
16411479	65711485	BASIC	10
16411480	65759878	BASIC	10
16411481	65780586	BASIC	10
16411482	65802489	BASIC	10
16411484	65802491	BASIC	10
16411485	65802492	BASIC	10
16411486	65780636	BASIC	10
16411489	65802499	BASIC	10
16411490	65802500	BASIC	10
16411491	65802501	BASIC	10
16411492	65802502	BASIC	10
16411493	65802503	BASIC	10
16411494	65802504	BASIC	10
16411495	65802505	BASIC	10
16411496	65557131	BASIC	10
16411497	65557132	BASIC	10
16411498	65802510	BASIC	10
16411499	65802511	BASIC	10
16411500	65802512	BASIC	10
16411501	65802513	BASIC	10
16411502	65802518	BASIC	10
16411503	65802519	BASIC	10
16411504	65802520	BASIC	10
16411506	65802522	BASIC	10
16411507	65802523	BASIC	10
16411508	65802524	BASIC	10
16411509	65802525	BASIC	10
16411511	65802527	BASIC	10
16411512	65802528	BASIC	10
16411513	65802529	BASIC	10
16411514	65802530	BASIC	10
16411516	65802532	BASIC	10
16411517	65543750	BASIC	10
16411519	65802533	BASIC	10
16411520	65802534	BASIC	10
16411521	65802535	BASIC	10
16411522	65802536	BASIC	10
16411523	65802537	BASIC	10
16411524	65802538	BASIC	10
16411525	65802539	BASIC	10
16411526	65802540	BASIC	10
16411527	65802541	BASIC	10
16411528	65802542	BASIC	10
16411532	65759894	BASIC	10
16411533	65802547	BASIC	10
16411534	65802548	BASIC	10
16411535	65802549	BASIC	10
16411536	65802550	BASIC	10
16411537	65746121	BASIC	10
16411538	65802551	BASIC	10
16411539	65802552	BASIC	10
16411540	65802553	BASIC	10
16411541	65802554	BASIC	10
16411542	65802555	BASIC	10
16411543	65802556	BASIC	10
16411544	65802557	BASIC	10
16411545	65685901	BASIC	10
16411546	65802559	BASIC	10
16411547	65802560	BASIC	10
16411548	65802561	BASIC	10
16411549	65802562	BASIC	10
16411550	65802563	BASIC	10
16411554	65802567	BASIC	10
16411557	65802575	BASIC	10
16411560	65802586	BASIC	10
16411561	65672676	BASIC	10
16411563	65772197	BASIC	10
16411565	65802591	BASIC	10
16411566	65802593	BASIC	10
16411567	65802594	BASIC	10
16411569	65802595	BASIC	10
16411570	65802596	BASIC	10
16411571	65802599	BASIC	10
16411572	65802601	BASIC	10
16411576	65802609	BASIC	10
16411577	65802610	BASIC	10
16411578	65802611	BASIC	10
16411579	65728490	BASIC	10
16411580	65802614	BASIC	10
16411581	65802847	MEC CHECK-NO CONTACT	7
16411583	65802926	MEC CHECK-CONFIRMED	7
16411584	65803422	2019-02	3
16411585	65803423	2019-02	3
16411586	65803424	2019-02	3
16411587	65803425	2019-02	3
16411588	65803440	FARM	4
16411589	65803454	2019-02	1
16411592	65803498	2019-02	1
16411593	65803499	2019-02	1
16411596	65803539	2019-02	3
16411597	65803571	FARM	3
16411628	65663522	YES	5
16411629	65806925	YES	5
16411630	65683157	SB	1
16411633	65595639	SB	1
16411635	65810075	1	1
16411636	65810076	1	1
16411638	65810079	2	1
16411643	65810086	2	1
16411646	65810097	5	1
16411650	65810102	2	1
16411651	65810103	2	1
16411652	65810104	2	1
16411653	65810105	4	1
16411655	65810107	4	1
16411656	65810109	2	1
16411657	65810110	2	1
16411658	65810111	2	1
16411659	65810112	4	1
16411661	65726834	TM40	1
16411664	65810597	T198	1
16411666	65810611	T198	1
16411667	65810612	T198	1
16411668	65810651	T198	1
16411669	65810652	T198	1
16411670	65810653	T198	1
16411671	65810654	T198	1
16411672	65810675	T198	1
16411673	65810676	T198	1
16411675	65811129	TERMINAL	7
16411696	65811261	MEC CHECK CONFIRMED	7
16411698	65811359	MX	10
16411699	65811360	MX	10
16411700	65811369	MX	10
16411701	65811370	MX	10
16411702	65814101	BASIC	10
16411703	65814102	BASIC	10
16411705	65814104	BASIC	10
16411706	65814105	BASIC	10
16411707	65814109	BASIC	10
16411708	65814110	BASIC	10
16411711	65814113	BASIC	10
16411713	65814118	BASIC	10
16411714	65802585	BASIC	10
16411715	65814127	BASIC	10
16411716	65814128	BASIC	10
16411717	65814132	BASIC	10
16411718	65814134	BASIC	10
16411719	65814138	BASIC	10
16411720	65814139	BASIC	10
16411721	65814140	BASIC	10
16411724	65814157	BASIC	10
16411725	65814158	BASIC	10
16411726	65814159	BASIC	10
16411727	65672741	BASIC	10
16411729	65814164	BASIC	10
16411730	65814167	BASIC	10
16411731	65814168	BASIC	10
16411732	65814169	BASIC	10
16411733	65814170	BASIC	10
16411736	65814184	MEC CHECK-CONFIRMED	7
16411737	65814185	MEC CHECK-CONFIRMED	7
16411738	65814186	MEC CHECK-CONFIRMED	7
16411739	65814194	BASIC	10
16411740	65814195	BASIC	10
16411741	65711665	BASIC	10
16411743	65814197	MEC CHECK-CONFIRMED	7
16411744	65814198	MEC CHECK-CONFIRMED	7
16411745	65814199	MEC CHECK-CONFIRMED	7
16411746	65814200	MEC CHECK-CONFIRMED	7
16411748	65814208	BASIC	10
16411749	65814209	BASIC	10
16411750	65814210	BASIC	10
16411752	65814214	MEC CHECK-CONFIRMED	7
16411753	65814215	MEC CHECK-CONFIRMED	7
16411754	65814217	MEC CHECK-CONFIRMED	7
16411755	65814230	BASIC	10
16411756	65814231	BASIC	10
16411757	65814232	BASIC	10
16411758	65814233	BASIC	10
16411759	65814235	BASIC	10
16411760	65814237	BASIC	10
16411761	65814242	BASIC	10
16411763	65814244	BASIC	10
16411764	65814245	BASIC	10
16411765	65814247	BASIC	10
16411766	65814248	BASIC	10
16411769	65759967	BASIC	10
16411770	65814255	BASIC	10
16411771	65814256	BASIC	10
16411773	65814260	BASIC	10
16411774	65814263	BASIC	10
16411775	65814268	BASIC	10
16411776	65814271	BASIC	10
16411777	65814275	BASIC	10
16411778	65814278	BASIC	10
16411779	65814279	BASIC	10
16411780	65814280	BASIC	10
16411781	65814281	BASIC	10
16411782	65814292	13200	9
16411784	65814302	BASIC	10
16411785	65814303	BASIC	10
16411786	65814304	BASIC	10
16411788	65814312	BASIC	10
16411789	65814313	BASIC	10
16411793	65792995	BASIC	10
16411794	65814330	BASIC	10
16411795	65814331	BASIC	10
16411796	65814332	BASIC	10
16411797	65814333	BASIC	10
16411799	65814338	BASIC	10
16411800	65814339	BASIC	10
16411801	65814340	BASIC	10
16411803	65814343	BASIC	10
16411804	65814345	BASIC	10
16411805	65814346	BASIC	10
16411806	65814353	BASIC	10
16411807	65814354	BASIC	10
16411810	65814358	BASIC	10
16411811	65814361	BASIC	10
16411812	65814362	BASIC	10
16411813	65814377	BASIC	10
16411814	65814379	BASIC	10
16411815	65814381	BASIC	10
16411816	65814382	BASIC	10
16411817	65814383	BASIC	10
16411818	65814384	BASIC	10
16411819	65814385	BASIC	10
16411820	65728372	BASIC	10
16411823	65772108	BASIC	10
16411824	65814399	BASIC	10
16411825	65814404	BASIC	10
16411826	65814405	BASIC	10
16411828	65814407	BASIC	10
16411829	65815920	C	1
16411830	65815921	C	1
16411831	65815922	C	1
16411832	65815923	C	1
16411833	65815924	C	1
16411834	65815925	C	1
16411835	65815926	C	1
16411836	65815947	C	1
16411837	65815948	C	1
16411838	65815949	C	1
16411839	65815950	C	1
16411840	65815951	C	1
16411841	65815952	C	1
16411842	65815953	C	1
16411843	65815954	C	1
16411844	65815955	C	10
16411847	65815971	C	10
16411848	65815972	C	10
16411849	65815973	C	10
16411850	65815974	C	10
16411851	65815975	C	10
16411852	65815980	C	10
16411853	65815981	C	10
16411854	65815982	C	10
16411856	65815984	C	10
16411857	65815985	C	10
16411859	65816031	C	10
16411860	65816032	C	10
16411861	65816033	C	10
16411862	65816034	C	10
16411863	65816035	C	10
16411864	65816047	C	10
16411865	65816048	C	10
16411866	65816049	C	10
16411867	65816055	C	10
16411868	65816056	C	10
16411869	65816057	C	10
16411870	65816058	C	10
16411871	65816059	C	10
16411872	65816060	C	10
16411873	65816061	C	10
16411874	65816062	C	10
16411875	65816063	C	10
16411876	65816064	C	10
16411877	65816065	C	10
16411878	65816066	C	10
16411879	65816081	C	10
16411880	65816082	C	10
16411881	65816104	C	10
16411882	65816105	C	10
16411883	65816106	C	10
16411884	65816107	C	10
16411885	65816108	C	10
16411886	65816109	C	10
16411887	65816110	C	10
16411888	65816111	C	10
16411889	65816112	C	10
16411890	65816113	C	10
16411891	65816114	C	10
16411892	65816115	C	10
16411893	65816116	C	10
16411895	65816118	C	10
16411896	65816119	C	10
16411897	65816136	C	10
16411898	65816137	C	10
16411899	65816138	C	10
16411900	65816146	C	10
16411901	65816147	C	10
16411902	65816148	C	10
16411903	65816149	C	10
16411904	65816150	C	10
16411905	65816151	C	10
16411906	65816152	C	10
16411907	65816153	C	10
16411908	65816154	C	10
16411909	65816155	C	10
16411910	65816156	C	10
16411911	65816157	C	10
16411912	65816172	C	1
16411913	65816173	C	1
16411914	65816181	C	10
16411915	65816182	C	10
16411916	65816183	C	10
16411917	65816184	C	10
16411918	65816185	C	10
16411919	65816186	C	10
16411921	65816212	C	10
16411922	65816213	C	10
16411923	65816214	C	10
16411924	65816215	C	10
16411925	65816216	C	10
16411926	65816217	C	10
16411927	65816218	C	10
16411928	65816219	C	10
16411929	65816220	C	10
16411930	65816221	C	10
16411931	65816230	C	10
16411932	65816231	C	10
16411933	65816232	C	10
16411934	65816233	C	10
16411935	65816234	C	10
16411936	65816235	C	10
16411937	65816236	C	10
16411938	65816237	C	10
16411939	65816291	C	10
16411940	65816292	C	10
16411941	65816293	C	10
16411942	65816294	C	10
16411943	65816295	C	10
16411944	65816296	C	10
16411945	65816297	C	10
16411946	65816298	C	10
16411947	65816299	C	10
16411948	65816300	C	10
16411949	65816301	C	10
16411951	65816303	C	10
16411952	65816304	C	10
16411953	65816305	C	10
16411954	65816315	C	10
16411955	65816316	C	10
16411956	65816317	C	10
16411957	65816318	C	10
16411958	65816319	C	10
16411959	65816320	C	10
16411960	65816321	C	10
16411961	65816322	C	10
16411962	65816323	C	10
16411963	65816324	C	10
16411964	65816325	C	10
16411965	65816632	3206	1
16411966	65816641	3206	1
16411967	65816642	3206	1
16411968	65816643	3206	1
16411969	65816644	3206	1
16411970	65816653	3206	1
16411971	65816654	3206	1
16411972	65816655	3206	1
16411973	65816656	3206	1
16411974	65816665	3206	1
16411975	65816666	3206	1
16411976	65816667	3206	1
16411977	65816668	3206	1
16411978	65816676	3206	1
16411979	65816677	3206	1
16411980	65816678	3206	1
16411981	65816679	3206	1
16411982	65816688	3206	1
16411983	65816690	3206	1
16411984	65816720	3206	1
16411985	65816721	3206	1
16411986	65816722	3206	1
16411987	65816723	3206	1
16411988	65816728	3206	1
16411989	65816744	3206	1
16411990	65816745	3206	1
16411991	65816746	3206	1
16411992	65816747	3200	1
16411993	65785821	I	1
16411994	65644320	I	1
16411995	65785672	I	1
16411996	65805995	I	1
16411997	65806018	I	1
16411998	65806019	I	1
16411999	65806020	I	1
16412000	65806054	I	1
16412001	65806055	I	1
16412002	65717399	I	1
16412004	65644428	I	1
16412009	65806135	I	1
16412010	65806136	I	1
16412011	65806065	I	1
16412014	65795458	I	1
16412015	65806052	I	1
16412016	65806053	I	1
16412017	65817655	I	1
16412018	65785727	I	1
16412019	65785729	I	1
16412024	65817675	I	1
16412026	65589589	I	1
16412027	65750355	I	1
16412028	65817691	I	1
16412029	65817692	I	1
16412030	65817693	I	1
16412031	65817694	I	1
16412032	65817697	I	1
16412033	65817699	I	1
16412034	65817701	I	1
16412035	65817703	I	1
16412036	65817706	I	1
16412038	65817734	I	1
16412039	65817735	I	1
16412040	65817736	I	1
16412043	65644495	I	1
16412044	65817775	I	1
16412045	65548920	I	1
16412046	65817781	I	1
16412047	65817785	I	1
16412048	65817788	I	1
16412049	65817789	I	1
16412051	65817805	I	1
16412052	65817806	I	1
16412054	65820281	3206	1
16412055	65820291	FARM	3
16412056	65820295	3206	1
16412057	65820296	3206	1
16412058	65545364	YES	1
16412059	65545364	YES	2
16412060	65599916	YES	1
16412061	65599916	YES	2
16412062	65820387	MEC CHECK-CONFIRMED	7
16412063	65820509	YES	1
16412064	65820509	YES	2
16412065	65820549	YES	1
16412066	65820549	YES	2
16412068	65820768	HIGH PRIORITY 2019	1
16412069	65820769	HIGH PRIORITY 2019	1
16412070	65820770	HIGH PRIORITY 2019	1
16412071	65820787	HIGH PRIORITY 2019	1
16412072	65820788	HIGH PRIORITY 2019	1
16412073	65820789	HIGH PRIORITY 2019	1
16412074	65820790	HIGH PRIORITY 2019	1
16412075	65820806	HIGH PRIORITY 2019	1
16412076	65820807	HIGH PRIORITY 2019	1
16412077	65820808	HIGH PRIORITY	1
16412078	65820809	HIGH PRIORITY 2019	1
16412079	65820826	HIGH PRIORITY 2019	1
16412080	65820827	HIGH PRIORITY 2019	1
16412081	65820828	HIGH PRIORITY 2019	1
16412082	65820829	HIGH PRIORITY 2019	1
16412083	65820841	HIGH PRIORITY 2019	1
16412084	65820842	HIGH PRIORITY 2019	1
16412085	65820843	HIGH PRIORITY 2019	1
16412086	65820844	HIGH PRIORITY 2019	1
16412087	65820885	HIGH PRIORITY 2019	1
16412088	65820886	HIGH PRIORITY 2019	1
16412089	65821036	HIGH PRIORITY 2019	1
16412090	65821037	HIGH PRIORITY 2019	1
16412091	65821038	HIGH PRIORITY 2019	1
16412092	65821259	HIGH PRIORITY 2019	1
16412093	65821260	HIGH PRIORITY 2019	1
16412094	65821261	HIGH PRIORITY 2019	1
16412095	65821262	HIGH PRIORITY 2019	1
16412098	65821278	HIGH PRIORITY 2019	1
16412099	65821279	HIGH PRIORITY 2019	1
16412100	65821280	HIGH PRIORITY 2019	1
16412101	65821283	HIGH PRIORITY 2019	1
16412102	65821286	HIGH PRIORITY 2019	1
16412103	65821287	HIGH PRIORITY 2019	1
16412104	65821288	HIGH PRIORITY 2019	1
16412105	65821289	HIGH PRIORITY 2019	1
16412106	65821290	HIGH PRIORITY 2019	1
16412107	65821291	HIGH PRIORITY 2019	1
16412108	65821292	HIGH PRIORITY 2019	1
16412109	65821293	HIGH PRIORITY 2019	1
16412110	65821295	HIGH PRIORITY 2019	1
16412111	65821296	HIGH PRIORITY 2019	1
16412112	65821298	HIGH PRIORITY 2019	1
16412113	65821299	HIGH PRIORITY 2019	1
16412114	65821300	HIGH PRIORITY, 2019	1
16412115	65821301	HIGH PRIORITY 2019	1
16412116	65821302	HIGH PRIORITY 2019	1
16412117	65821303	HIGH PRIORITY 2019	1
16412118	65821317	HIGH PRIORITY 2019	1
16412119	65821318	HIGH PRIORITY 2019	1
16412120	65821319	HIGH PRIORITY 2018	1
16412121	65821321	2019 HIGH PRIORITY	1
16412122	65821322	2019 HIGH PRIORITY	1
16412123	65821323	2019 HIGH PRIORITY	1
16412124	65821324	HIGH PRIORITY 2019	1
16412125	65821325	HIGH PRIORITY 2019	1
16412126	65821328	2019 HIGH PRIORITY	1
16412127	65821329	2019 HIGH PRIORITY	1
16412128	65821330	2019 HIGH PRIORITY	1
16412129	65821331	2019 HIGH PRIORITY	1
16412131	65821334	HIGH PRIORITY 2019	1
16412132	65821335	HIGH PRIORITY 2019	1
16412133	65821336	2019 HIGH PRIORITY	1
16412134	65821337	2019 HIGH PRIORITY	1
16412135	65821338	2019 HIGH PRIORITY	1
16412136	65821339	2019 HIGH PRIORITY	1
16412137	65821344	2019 HIGH PRIORITY	1
16412138	65821345	2019 HIGH PRIORITY	1
16412139	65821346	2019 HIGH PRIORITY	1
16412140	65821347	2019 HIGH PRIORITY	1
16412141	65821352	2019 HIGH PRIORITY	1
16412142	65821353	2019 HIGH PRIORITY	1
16412143	65821406	2019 HIGH PRIORITY OPP	1
16412144	65821407	2019 HIGH PRIORITY	1
16412145	65821408	2019 HIGH PRIORITY	1
16412146	65821412	2019 HIGH PRIORITY OPP	1
16412147	65821414	HIGH PRIORITY 2019	1
16412148	65821415	2019 HIGH PRIORITY	1
16412149	65821434	HIGH PRIORITY OPERATION 2019	1
16412150	65821442	HIGH PRIORITY OPERATION 2019	1
16412151	65821443	HIGH PRIORITY OPERATION 2019	1
16412154	65821446	HIGH PRIORITY 2019	1
16412155	65821447	HIGH PRIORITY 2019	1
16412157	65821449	HIGH PRIORITY 2019	1
16412158	65821450	HIGH PRIORITY 2019	1
16412159	65821451	HIGH PRIORITY OP 2019	1
16412161	65821453	HIGH PRIORITY OP 2019	1
16412163	65821455	HIGH PRIORITY OP 2019	1
16412164	65821456	HIGH PRIORITY OP 2019	1
16412165	65821457	HIGH PRIORITY OP 2019	1
16412166	65821458	HIGH PRIORITY OP 2019	1
16412167	65821459	HIGH PRIORITY OP 2019	1
16412168	65821460	HIGH PRIORITY OP 2019	1
16412169	65821461	HIGH PRIORITY OP 2019	1
16412170	65821462	2019 HIGH PRIORITY	1
16412171	65821463	HIGH PRIORITY OP 2019	1
16412172	65821464	HIGH PRIORITY OP 2019	1
16412173	65821465	2019 HIGH PRIORITY	1
16412174	65821466	2019 HIGH PRIORITY	1
16412175	65821467	2019 HIGH PRIORITY	1
16412176	65821468	2019 HIGH PRIORITY	1
16412177	65821469	2019 HIGH PRIORITY	1
16412178	65821667	HIGH PRIORITY 2019	1
16412179	65821668	HIGH PRIORITY 2019	1
16412180	65821678	HIGH PRIORITY 2019	1
16412182	65821683	HIGH PRIORITY OPERATION 2019	1
16412183	65821684	HIGH PRIORTY OP 2019	1
16412184	65821690	HIGH PRIORITY 2019	1
16412185	65821691	HIGH PRIORITY 2019	1
16412186	65821692	HIGH PRIORITY 2019	1
16412187	65821694	HIGH PRIORITY 2019	1
16412188	65821702	HIGH PRIORITY OP 2019	1
16412189	65821703	HIGH PRIORITY OP 2019	1
16412190	65821707	HIGH PRIORITY OP 2019	1
16412191	65821708	HIGH PRIORITY 2019	1
16412192	65821709	HIGH PRIORITY 2019	1
16412194	65821711	HIGH PRIORTY 2019	1
16412195	65821712	HIGH PRIORITY 2019	1
16412196	65821713	HIGH PRIORITY 2019	1
16412197	65821716	HIGH PRIORITY 2019	1
16412198	65821726	HIGH PRIORITY 2019	1
16412199	65821727	HIGH PRIORITY 2019	1
16412201	65821729	HIGH PRIORITY 2019	1
16412202	65821738	HIGH PRIORITY 2019	1
16412203	65821739	HIGH PRIORITY 2019	1
16412204	65821740	HIGH PRIORITY 2019	1
16412205	65821742	HIGH PRIORITY 2019	1
16412206	65821743	HIGH PRIORITY 2019	1
16412207	65821744	HIGH PRIORITY 2019	1
16412208	65822422	SB	1
16412210	65822432	SB	1
16412211	65822444	SB	1
16412214	65822457	SB	1
16412216	65822462	SB/DD	1
16412217	65633044	SB	1
16412219	65822467	SB/DD	1
16412220	65697080	SB	1
16412221	65564518	SB	1
16412222	65822469	SB	1
16412225	65822472	SB	1
16412226	65822476	SB	1
16412227	65823215	TM40	1
16412228	65823216	TM40	1
16412230	65823218	TM40	1
16412231	65823221	TM40	1
16412233	65823227	TM40	1
16412236	65823231	TM40	1
16412237	65823232	TM40	1
16412238	65823233	TM40	1
16412239	65823234	TM40	1
16412240	65823241	T198	1
16412241	65823242	T198	1
16412242	65823246	TM40	1
16412243	65823251	TM40	1
16412244	65823252	TM40	1
16412249	65823263	TM40	1
16412250	65823264	TM40	1
16412252	65823280	TM40	1
16412253	65823281	TM40	1
16412255	65823285	TM40	1
16412258	65823288	TM40	1
16412260	65823290	TM40	1
16412261	65823291	TM40	1
16412262	65823292	TM40	1
16412263	65823293	TM40	1
16412264	65823294	TM40	1
16412265	65823295	TM40	1
16412266	65823296	TM40	1
16412267	65823297	TM40	1
16412268	65823298	TM40	1
16412270	65823300	TM40	1
16412271	65823301	TM40	1
16412273	65823303	TM40	1
16412274	65823304	TM40	1
16412275	65823305	TM40	1
16412276	65823306	TM40	1
16412277	65823307	TM40	1
16412280	65823310	T198	1
16412281	65823329	TM40	1
16412282	65823335	TM40	1
16412284	65823351	TM40	1
16412285	65823352	TM40	1
16412286	65823353	TM40	1
16412287	65823354	TM40	1
16412288	65823358	TM40	1
16412290	65823360	TM40	1
16412291	65823361	TM40	1
16412292	65823362	TM40	1
16412293	65823363	TM40	1
16412295	65823365	TM40	1
16412296	65823370	TM40	1
16412297	65823371	TM40	1
16412299	65823373	TM40	1
16412301	65823375	TM40	1
16412303	65823383	TM40	1
16412304	65823384	TM40	1
16412305	65823385	TM40	1
16412306	65823396	TM40	1
16412307	65823398	TM40	1
16412308	65823399	TM40	1
16412309	65823402	TM40	1
16412310	65823403	TM40	1
16412311	65823404	TM40	1
16412313	65823412	TM40	1
16412314	65823413	TM40	1
16412316	65823415	TM40	1
16412317	65823416	TM40	1
16412318	65823417	TM40	1
16412320	65823420	TM40	1
16412322	65823422	TM40	1
16412323	65823423	TM40	1
16412324	65823424	TM40	1
16412325	65792183	TM40	1
16412326	65823431	TM40	1
16412327	65823432	TM40	1
16412329	65823434	TM40	1
16412330	65823435	TM40	1
16412331	65823436	TM40	1
16412332	65823443	TM40	1
16412333	65823444	TM40	1
16412334	65823445	TM40	1
16412335	65823446	TM40	1
16412336	65823447	TM40	1
16412337	65823448	TM40	1
16412338	65823451	TM40	1
16412340	65823453	TM40	1
16412341	65823454	TM40	1
16412342	65823459	TM40	1
16412343	65823460	TM40	1
16412344	65823461	TM40	1
16412346	65823463	TM40	1
16412348	65823465	TM40	1
16412349	65823466	TM40	1
16412350	65823470	TM40	1
16412352	65823491	TM40	1
16412353	65823492	TM40	1
16412354	65823498	TM40	1
